0.000366211	-0.00164795	0.0247192	0	1.90757e-06	0	0.0234311
0.00115967	0.000854492	0.0255737	0	1.90757e-06	1.90757e-06	0.0224816
0.000305176	0	0.0247192	0	0	0	0.02196
0.000305176	0.000854492	0.0238647	0	1.90757e-06	1.90757e-06	0.0226001
-0.000549316	-0.00170898	0.0247192	0	0	0	0.0220903
-0.000549316	0	0.0238647	0	0	-1.90757e-06	0.0219814
0.000305176	-0.000854492	0.0247192	0	0	1.90757e-06	0.0248398
-0.00134277	-0.00170898	0.0247192	0	0	0	0.0213954
-0.00134277	-0.000854492	0.0238647	-1.90757e-06	-1.90757e-06	0	0.024605
-0.000488281	-0.000854492	0.0230103	0	1.90757e-06	-1.90757e-06	0.0232673
0.00201416	6.10352e-05	0.0255737	0	0	0	0.0217211
0.000305176	-0.000854492	0.0230103	0	0	-1.90757e-06	0.0214759
0.000305176	0	0.0255737	1.90757e-06	1.90757e-06	0	0.0223753
0.00115967	-0.000854492	0.0247192	0	0	1.90757e-06	0.0223676
-0.000488281	-0.00164795	0.0230103	-1.90757e-06	0	-1.90757e-06	0.0223003
0.00115967	0	0.0255737	0	-1.90757e-06	0	0.0224328
0.00201416	0.000915527	0.0247803	0	1.90757e-06	0	0.0232221
-0.00134277	0	0.0247192	-1.90757e-06	-1.90757e-06	0	0.0223748
-0.000488281	0.000793457	0.0255737	-1.90757e-06	0	0	0.0232106
0.00115967	0.000854492	0.0247192	0	0	0	0.0222398
-0.000549316	-0.000793457	0.0247192	0	1.90757e-06	1.90757e-06	0.0220751
-0.000549316	0.000854492	0.0255737	0	0	0	0.0230106
0.000305176	0	0.0238647	0	0	-1.90757e-06	0.0215154
0.000366211	-0.00170898	0.0247192	0	0	0	0.0242308
0.00115967	0.000854492	0.0255737	1.90757e-06	1.90757e-06	0	0.0223691
0.000366211	-0.00170898	0.0239258	0	1.90757e-06	1.90757e-06	0.0218087
0.00115967	0.00170898	0.0255737	-1.90757e-06	0	0	0.0210587
0.000366211	-0.00170898	0.0247192	0	1.90757e-06	0	0.0222522
0.00115967	0.000854492	0.0239258	0	0	0	0.021956
0.000366211	-0.000854492	0.0230713	0	0	0	0.0224266
0.0012207	-0.000854492	0.0247192	1.90757e-06	0	0	0.0226626
-0.000488281	0	0.0238647	0	0	0	0.0215433
0.00115967	0.000854492	0.0255737	0	0	-1.90757e-06	0.0224364
0.0012207	-0.000793457	0.0238647	0	0	0	0.0223983
0.0012207	0	0.0247192	0	0	0	0.0226212
-0.000549316	0	0.0247192	0	0	0	0.0235923
0.00115967	0	0.0247192	0	1.90757e-06	0	0.025897
0.000305176	0	0.0247192	0	0	0	0.0225302
-0.00134277	0	0.0247192	0	0	0	0.023735
0.000305176	-0.000854492	0.0247192	0	0	0	0.022848
0.00115967	-0.000793457	0.0247192	0	1.90757e-06	0	0.0232582
0.00115967	0.000854492	0.0255737	-1.90757e-06	0	0	0.0217454
0.000366211	0	0.0255737	0	-1.90757e-06	0	0.0248081
-0.000488281	-0.000854492	0.0247192	-1.90757e-06	0	1.90757e-06	0.0229199
0.00201416	6.10352e-05	0.0247192	0	0	0	0.0215462
0.000305176	-0.000854492	0.0238647	0	0	-1.90757e-06	0.023512
0.000305176	0	0.0247192	0	0	1.90757e-06	0.0222561
0.000305176	0.000854492	0.0239258	0	-1.90757e-06	0	0.0229789
-0.00134277	-0.00170898	0.0222168	0	1.90757e-06	0	0.0237201
0.00115967	0.000854492	0.0230713	0	0	-1.90757e-06	0.0231057
0.000305176	0	0.0238647	0	0	0	0.0213528
-0.00140381	0	0.0238647	0	1.90757e-06	0	0.0225292
0.00115967	-0.000854492	0.0247192	0	0	0	0.0222948
-0.000549316	0	0.0239258	0	0	-1.90757e-06	0.0223392
0.00115967	0	0.0247192	0	0	0	0.0221482
0.000305176	0	0.0247192	0	0	0	0.0232858
0.00115967	0.000854492	0.0255737	0	1.90757e-06	0	0.0210838
0.000305176	0	0.0247192	0	0	0	0.0222841
0.00115967	6.10352e-05	0.0255737	0	0	1.90757e-06	0.0257308
-0.000549316	-0.00170898	0.0238647	0	1.90757e-06	0	0.0261329
-0.00134277	-0.00170898	0.0238647	0	0	0	0.0226444
0.00115967	0.000854492	0.0247192	0	1.90757e-06	0	0.0220684
0.000305176	0	0.0222168	0	0	0	0.0225089
-0.000488281	0.000854492	0.0238647	0	0	0	0.021694
-0.000488281	0	0.0247192	0	0	0	0.0217551
0.00201416	0.000854492	0.0247803	-1.90757e-06	0	0	0.0226343
-0.000488281	0.000854492	0.0239258	0	0	0	0.0231538
0.000305176	0	0.0247192	1.90757e-06	1.90757e-06	0	0.0222079
0.00115967	0.000854492	0.0238647	0	0	1.90757e-06	0.0223936
-0.000488281	-0.000854492	0.0247192	0	0	1.90757e-06	0.0223237
0.00115967	-0.000854492	0.0255737	0	1.90757e-06	0	0.0223152
0.000366211	-0.000854492	0.0247192	0	0	0	0.0228808
0.00115967	-0.000793457	0.0238647	0	1.90757e-06	-1.90757e-06	0.0217218
-0.000488281	-0.00170898	0.0247192	1.90757e-06	-1.90757e-06	0	0.0223386
0.00115967	6.10352e-05	0.0255737	0	0	0	0.0223454
0.00115967	0.000854492	0.0238647	0	1.90757e-06	0	0.0235403
0.000305176	-0.00164795	0.0230103	0	0	0	0.0225037
0.000366211	0	0.0239258	0	0	0	0.0256727
0.00115967	-0.000854492	0.0247803	1.90757e-06	0	1.90757e-06	0.0255876
0.000305176	-0.00164795	0.0238647	1.90757e-06	-1.90757e-06	-1.90757e-06	0.0223798
0.00115967	0	0.0238647	1.90757e-06	0	0	0.0224108
0.00115967	6.10352e-05	0.0247192	0	-1.90757e-06	0	0.0221502
0.000305176	-0.000854492	0.0247803	0	1.90757e-06	0	0.0223486
0.00115967	0	0.0239258	0	0	0	0.0249045
-0.000488281	0	0.0247192	0	0	0	0.0220433
-0.000488281	0.000793457	0.0255737	0	0	0	0.0217895
0.000366211	0	0.0239258	0	1.90757e-06	0	0.0227533
0.000305176	0	0.0247192	0	0	0	0.0240754
0.00115967	0	0.0230713	-1.90757e-06	0	-1.90757e-06	0.0227707
0.00115967	0	0.0247192	1.90757e-06	0	0	0.0226712
-0.000488281	0.000854492	0.0247192	0	0	1.90757e-06	0.0223702
0.000305176	-0.000793457	0.0238647	-1.90757e-06	0	0	0.0225772
0	0.28125	0	0.00537171	0.0527404	-0.000671464	0.0240145
0.00201416	0.000854492	0.0230103	0	0	0.000104916	0.0224204
-0.00134277	-0.00170898	0.0247192	0	0	0.000190757	0.0273602
-0.000549316	0.00164795	0.0239258	0	1.90757e-06	0.000381513	0.0222593
0.00115967	0.000854492	0.0255737	-1.90757e-06	0	0.000598976	0.0247467
0.000305176	-0.000854492	0.0247192	1.90757e-06	-3.81513e-06	0.00098812	0.0221756
0	6.10352e-05	0.56012	1.90757e-06	-9.53783e-06	0.00438359	0.0248362
-0.000488281	0.000854492	0.0255737	-3.81513e-06	-3.81513e-06	0.0019171	0.0250307
-0.000549316	-6.10352e-05	0.0255737	-7.63027e-06	-3.81513e-06	0.00218989	0.0221669
0.000305176	0.000915527	0.0239258	0	-1.14454e-05	0.00235203	0.0244796
-0.00134277	-0.00170898	0.0230713	0	0	0.00233677	0.0214085
0.000305176	0	0.0255737	1.90757e-06	-9.53783e-06	0.00243215	0.0225518
0.00115967	-0.000854492	0.0247192	0	-3.81513e-06	0.00267441	0.022452
0.00115967	-0.00164795	0.0247192	-1.52605e-05	-2.67059e-05	0.00286707	0.0223789
0.00201416	0	0.0255737	3.81513e-06	3.81513e-06	0.00308835	0.0226315
0.000305176	0	0.0247803	1.14454e-05	5.7227e-06	0.00326385	0.0217507
0.0012207	-0.000793457	0.0255737	5.7227e-06	0	0.00339356	0.0227281
0.000305176	-0.00170898	0.0247192	7.63027e-06	5.7227e-06	0.00389334	0.0237871
0.000366211	-0.000793457	0.0247192	2.47984e-05	1.71681e-05	0.00407075	0.0235973
0.00201416	-0.000854492	0.0238647	1.52605e-05	2.47984e-05	0.00425197	0.0217838
-0.00134277	0	0.0247192	1.52605e-05	1.3353e-05	0.00443509	0.0223236
